1	38.0197	22.8899	1.53203	5.35202	0.796546	127	127	4.68631	239762	0.737405	9155	7.83897	0	313	8741	2	412	17.3898	1.92138	0.006529	
1	38.0197	9.38877	1.10017	5.36548	0.211874	127	127	4.69244	65477	0.198361	2454	2.07458	0	233	2408	2	35	3.86159	0.629745	0.012179	
1	38.0197	26.5423	1.15237	5.28793	1.18697	127	127	4.64082	264810	0.837606	9872	8.58208	0	259	9443	2	430	21.0986	2.13022	0.001044	
1	38.0197	34.4084	1.07424	5.33467	1.28697	127	127	4.66816	375812	1.16794	14331	12.3509	0	631	13792	2	541	28.9257	3.00277	8.5e-05	
1	38.0197	14.7111	1.14566	5.46448	0.428486	127	127	4.78131	141747	0.434602	5579	4.79168	0	255	5338	2	231	9.08836	1.23541	0.01183	
1	38.0197	53.8262	1.1607	5.51478	2.25051	127	127	4.82237	521661	1.63088	20151	17.4921	0	774	19060	2	992	48.0471	4.1215	0.112515	
1	38.0197	9.17789	1.11703	5.3593	0.180016	127	127	4.68122	61106	0.186712	2322	2.00631	0	255	2287	2	37	3.67515	0.610581	0.000134	
1	38.0197	13.1113	1.14295	5.16497	0.507728	127	127	4.5227	118735	0.356328	4572	3.87443	0	265	4248	2	325	7.80334	0.966543	0.001002	
1	38.0197	22.0102	1.16529	5.78461	0.923122	127	127	5.04595	226464	0.689261	8641	7.40185	0	271	8212	2	418	16.0693	1.80593	0.012822	
1	38.0197	99.8621	1.14153	5.3136	4.41608	127	127	4.64952	798283	2.64191	31134	28.3816	0	387	28864	2	2248	94.3722	6.5197	0.025348	
1	38.0197	23.8752	1.11494	5.34188	1.07394	127	127	4.68001	249378	0.778965	9454	8.23978	0	281	9109	2	340	18.3758	2.0369	0.006722	
1	38.0197	13.697	1.11412	5.23484	0.443415	127	127	4.59774	127606	0.396095	4875	4.22617	0	241	4706	2	152	8.29088	1.12431	0.018621	
1	38.0197	26.1521	1.17344	5.50525	1.13263	127	127	4.80507	274902	0.833104	10541	8.89618	0	259	9999	2	529	20.4892	2.11863	0.014635	
1	38.0197	47.8853	1.15199	5.21093	2.14398	127	127	4.55969	472665	1.48422	17821	15.3893	0	259	17184	2	633	42.5232	3.72244	0.005716	
1	38.0197	34.7362	1.14187	5.18512	1.35351	127	127	4.54035	386525	1.15387	14618	12.2311	0	283	14195	2	390	29.3739	2.93332	0.034128	
1	38.0197	41.1226	1.13851	5.18221	1.72299	127	127	4.53667	437045	1.30904	17159	14.4487	0	707	15972	2	1187	35.7941	3.27872	0.002127	
1	38.0197	19.8593	1.14004	5.17748	0.791924	127	127	4.5342	215772	0.636839	8161	6.72043	0	231	7854	2	299	14.531	1.65918	0.009283	
1	38.0197	100.409	1.14864	5.17289	4.0082	127	127	4.53018	882073	2.70718	35889	30.9184	0	712	32299	2	3588	95.0842	6.67568	0.004295	
1	38.0197	39.4633	1.16468	5.30954	1.88185	127	127	4.65269	392089	1.26266	14907	13.278	0	632	14314	2	587	33.9911	3.22254	0.007981	
1	38.0197	10.0186	1.17175	5.21694	0.212902	127	127	4.57566	76791	0.227179	2994	2.51536	0	261	2879	2	109	4.64276	0.710987	0.007723	
0	38.0197	121.045	1.23365	5.38158	5.47781	127	127	4.70029	853618	2.881	32456	30.0859	0	0	30452	2	2006	115.502	6.96014	0	
1	38.0197	80.5559	1.22119	5.43786	3.84244	127	127	4.76226	700675	2.27584	26965	24.1882	0	775	25551	2	1416	74.9599	5.67244	8.1e-05	
