1	14.948	5.51076	12.1191	1.87221	0.214323	34	34	1.69974	84346	0.265681	1571	1.39147	0	243	3185	2	
1	14.948	9.19902	9.82124	3.04576	0.413386	72	72	2.68874	126433	0.37331	2638	2.21536	0	246	4608	4	
1	14.948	4.58223	9.07904	1.46005	0.133036	34	34	1.34248	74301	0.21709	1635	1.40842	0	153	2846	2	
1	14.948	7.53933	9.07564	2.18413	0.256449	51	51	1.95879	122255	0.370056	2578	2.34829	0	230	4643	3	
1	14.948	6.98759	9.09327	2.20806	0.247477	51	51	1.97613	111171	0.32538	2382	2.04668	0	187	4212	3	
1	14.948	8.57633	9.07771	2.17973	0.338121	51	51	1.95523	155329	0.452384	2943	2.45695	0	221	5895	3	
1	14.948	12.0801	9.08428	2.41839	0.431808	57	57	2.1511	212209	0.618282	4465	3.83405	0	182	8091	3	
1	14.948	5.66985	9.16811	2.17701	0.215315	51	51	1.9385	80585	0.238128	1647	1.40829	0	240	2999	3	
1	14.948	6.97558	9.11212	2.40069	0.306583	57	57	2.13623	104115	0.30531	1965	1.67761	0	229	3850	3	
1	14.948	7.28885	9.07779	2.26696	0.289455	51	51	2.03719	130645	0.379667	2336	1.95538	0	338	4947	3	
1	14.948	11.8481	9.10511	3.28845	0.537826	74	74	2.89294	178139	0.556804	3291	2.89337	0	227	6646	4	
1	14.948	2.51486	9.79785	1.54265	0.056082	34	34	1.416	21958	0.0644	441	0.382434	0	142	826	2	
1	14.948	5.8387	9.67835	1.67872	0.21995	34	34	1.51801	93885	0.285278	1982	1.75556	0	138	3568	2	
1	14.948	4.48729	9.62129	1.6769	0.160809	34	34	1.5074	64586	0.187224	1420	1.21999	0	183	2429	2	
1	14.948	2.96148	9.24601	1.42365	0.094697	34	34	1.30422	40476	0.118761	703	0.580091	0	193	1536	2	
1	14.948	7.37299	9.54727	2.42173	0.320987	51	51	2.13378	102726	0.329516	2059	1.87073	0	162	3876	3	
1	14.948	6.97566	9.19358	2.39645	0.229722	57	57	2.13373	95428	0.277654	2428	2.0907	0	118	3612	3	
1	14.948	6.38791	9.18505	2.3632	0.27881	57	57	2.09506	84748	0.249997	1862	1.59597	0	190	3118	3	
1	14.948	2.98356	9.21637	1.42873	0.073623	34	34	1.3116	40339	0.117075	783	0.658367	0	154	1540	2	
1	14.948	5.00275	9.2087	1.42373	0.182262	34	34	1.30962	92532	0.267348	1762	1.45651	0	215	3525	2	
1	14.948	4.1913	9.19771	1.42554	0.188236	34	34	1.30815	60816	0.177203	1319	1.11299	0	179	2241	2	
1	14.948	10.0009	9.24006	2.392	0.366979	57	57	2.11776	184326	0.532333	3765	3.14973	0	118	7020	3	
1	14.948	5.70203	9.31587	1.44067	0.194579	34	34	1.31928	106630	0.310814	2095	1.78572	0	162	4064	2	
1	14.948	10.1187	9.28013	3.00413	0.459213	72	72	2.63477	153246	0.451265	3094	2.65229	0	361	5707	4	
1	14.948	4.03055	9.19345	1.42584	0.140695	34	34	1.30873	65281	0.18913	1272	1.05388	0	204	2470	2	
1	14.948	5.2207	9.20095	1.42446	0.175671	34	34	1.30723	80968	0.233982	2126	1.82767	0	229	3063	2	
1	14.948	9.78152	9.22672	2.12606	0.43727	51	51	1.89381	182870	0.526801	3361	2.77182	0	207	6925	3	
1	14.948	3.48384	9.22145	1.42628	0.087835	34	34	1.31129	51093	0.146105	1086	0.921392	0	196	1955	2	
1	14.948	12.7896	9.21241	3.32031	0.573449	80	80	2.90284	184078	0.538036	4323	3.70115	0	343	6848	4	
1	14.948	4.0822	9.23035	1.42583	0.157347	34	34	1.30859	63781	0.184217	1298	1.11215	0	112	2394	2	
1	14.948	10.3343	9.23155	2.1365	0.415621	51	51	1.90381	171428	0.496653	3895	3.38061	0	134	6477	3	
1	14.948	4.17624	12.1519	1.67034	0.139858	34	34	1.56124	65471	0.191982	1178	0.968391	0	199	2476	2	
1	14.948	3.68775	9.14654	1.4613	0.133744	34	34	1.35487	53125	0.15571	1050	0.879853	0	189	1990	2	
1	14.948	5.35097	9.1138	1.45885	0.192156	34	34	1.34958	95265	0.276641	1900	1.66464	0	191	3633	2	
1	14.948	3.58402	9.16899	1.46793	0.117066	34	34	1.35097	50370	0.151481	1021	0.882826	0	166	1903	2	
1	14.948	4.6791	9.12772	1.45868	0.156214	34	34	1.34663	79443	0.231977	1601	1.35779	0	182	3022	2	
1	14.948	3.83487	9.06643	1.4601	0.116555	34	34	1.35766	59376	0.174298	1167	1.01159	0	213	2259	2	
1	14.948	5.78883	9.14331	2.45644	0.234996	57	57	2.18233	77445	0.237542	1480	1.28093	0	145	2866	3	
1	14.948	3.99214	9.13416	1.48489	0.138786	34	34	1.37153	66327	0.195246	1194	0.99036	0	146	2516	2	
1	14.948	2.03534	9.16093	1.45287	0.027861	34	34	1.33888	12810	0.038774	234	0.197056	0	96	487	2	
1	14.948	4.90432	9.14966	1.45421	0.165103	34	34	1.34092	92990	0.269792	1737	1.44726	0	253	3564	2	
1	14.948	4.88392	9.11828	1.45571	0.144449	34	34	1.34259	85825	0.249756	1755	1.53542	0	205	3296	2	
1	14.948	7.54052	9.1436	2.1673	0.302242	51	51	1.94083	125137	0.363783	2622	2.22319	0	178	4738	3	
1	14.948	7.095	9.19106	2.18515	0.268336	51	51	1.96501	111352	0.324342	2279	1.93921	0	157	4183	3	
1	14.948	6.38508	9.13764	1.45019	0.212155	34	34	1.33945	127278	0.373017	2402	2.03857	0	275	4881	2	
1	14.948	6.31244	9.13996	2.41004	0.235427	57	57	2.14293	95795	0.282194	1830	1.5208	0	218	3611	3	
1	14.948	7.25586	9.12554	2.42548	0.260756	57	57	2.15727	120853	0.352059	2338	1.94632	0	150	4576	3	
1	14.948	9.24179	9.12625	2.41747	0.306277	57	57	2.15252	165974	0.483129	3334	2.84344	0	126	6340	3	
1	14.948	5.48756	9.22377	2.1684	0.259279	51	51	1.93943	76962	0.22717	1393	1.1544	0	189	2797	3	
1	14.948	5.62762	9.14707	2.42057	0.244734	57	57	2.1489	72354	0.212845	1434	1.22357	0	154	2662	3	
