1	38.0197	13.2787	2.03835	3.15537	0.420296	72	72	3.19828	201969	0.624903	4642	4.02496	0	505	7573	2	258	9.98131	1.67672	0.001034	2.00576	0.016479	1.40825	1.30682	1.17522	
1	38.0197	11.5682	1.92241	2.89594	0.30493	72	72	2.97206	174674	0.547592	4200	3.7107	0	562	6675	2	401	8.49802	1.55428	0.010554	1.37344	0.010558	1.28865	1.20036	1.08175	
1	38.0197	10.4866	1.86953	2.64679	0.420928	72	72	2.70813	155682	0.463323	3545	2.87546	0	378	5711	2	161	7.6881	1.25603	0.007838	1.70323	0.014543	1.01289	0.934159	0.83803	
1	38.0197	8.47302	2.01167	2.65162	0.285389	72	72	2.71331	118512	0.371724	2661	2.31591	0	506	4457	2	87	5.66431	1.06196	0.01001	0.992742	0.009928	0.8116	0.753212	0.675461	
1	38.0197	8.08603	1.94263	3.97385	0.151269	72	72	3.99174	86798	0.281339	2053	1.88371	0	350	3297	2	138	3.92881	0.855358	0.036837	0.335173	0.006706	0.657363	0.607266	0.547311	
1	38.0197	4.73792	1.92571	3.23851	0.050825	72	72	3.29175	35433	0.109225	792	0.672984	0	368	1362	2	10	1.35136	0.423117	7.8e-05	0.047655	0.001678	0.236662	0.218382	0.19783	
1	38.0197	10.3337	2.04651	2.95824	0.339985	72	72	3.02054	140849	0.469292	3294	3.04318	0	298	5267	2	270	7.20992	1.31857	0.012702	1.12159	0.014358	1.059	0.985991	0.889052	
1	38.0197	15.5882	1.89768	2.88557	0.518829	72	72	2.94044	243937	0.726927	6410	5.50481	0	316	9127	2	1118	12.5507	1.92097	0.001126	2.24237	0.019308	1.90646	1.76803	1.58836	
1	38.0197	9.09572	1.84621	2.66216	0.326572	72	72	2.72468	143086	0.421694	3375	2.73799	0	342	5398	2	212	6.2774	1.18162	0.012036	0.873678	0.009199	0.962296	0.892077	0.801978	
1	38.0197	8.50331	1.84913	2.70095	0.313518	72	72	2.76407	124036	0.367621	2973	2.42953	0	384	4633	2	233	5.65762	1.03125	0.00129	0.798193	0.010115	0.852318	0.78975	0.708642	
1	38.0197	11.1022	2.42961	2.73488	0.45383	72	72	2.79818	147610	0.48615	3721	3.47332	0	314	5518	2	558	8.22179	1.34935	9e-05	1.39239	0.015648	1.19711	1.10907	1.00481	
1	38.0197	5.60119	1.90799	2.84853	0.097767	72	72	2.92646	67372	0.206167	1493	1.27634	0	380	2614	2	38	2.57741	0.69797	0.006839	0.117377	0.002753	0.446292	0.41357	0.371876	
1	38.0197	17.9266	1.94362	2.90243	0.77727	72	72	2.97433	198018	0.793527	5075	5.63553	0	400	7427	2	740	14.8589	2.19927	0.004663	3.50578	0.029097	1.92503	1.80917	1.6373	
1	38.0197	36.0239	1.85566	2.70717	1.72002	72	72	2.77274	389927	1.6684	8986	10.6967	0	423	14892	2	612	33.1455	4.67225	0.019856	10.0807	0.051828	3.63483	3.42941	3.12277	
1	38.0197	11.1604	2.6739	4.76624	0.460549	72	72	4.82702	76295	0.411726	1683	2.40974	0	377	2925	2	24	6.14381	1.37012	0.010451	0.779397	0.01296	0.811042	0.77445	0.70197	
1	38.0197	8.28019	2.5089	3.64026	0.252999	72	72	3.70981	84011	0.31921	1868	1.96072	0	438	3220	2	57	4.45643	1.00569	0.000105	0.437682	0.008031	0.677079	0.635933	0.570731	
1	38.0197	6.9892	2.19659	3.05462	0.169925	72	72	3.1179	84907	0.27923	1892	1.79056	0	292	3299	2	74	3.76281	0.884609	0.013773	0.279914	0.004656	0.622862	0.575707	0.519588	
1	38.0197	9.30757	2.1193	3.03256	0.332874	72	72	3.08797	115550	0.405184	2805	2.7438	0	405	4400	2	239	6.12253	1.1753	0.000201	0.708558	0.010216	0.954677	0.883134	0.796734	
1	38.0197	7.05518	2.1088	2.9034	0.26681	72	72	2.96586	83510	0.272772	1968	1.81011	0	398	3194	2	146	3.99952	0.839314	9.1e-05	0.410204	0.006354	0.637496	0.583258	0.52421	
1	38.0197	5.64177	2.17706	2.91832	0.157088	72	72	2.9926	61040	0.189196	1368	1.1511	0	304	2309	2	25	2.53936	0.640687	0.015061	0.208196	0.004261	0.406321	0.374916	0.333653	
1	38.0197	13.3527	2.1664	2.92489	0.508829	72	72	2.9776	206068	0.631104	4950	4.25582	0	445	7763	2	482	10.2785	1.70036	0.005281	1.92172	0.01586	1.48321	1.37171	1.23614	
1	38.0197	8.0931	1.87317	2.63705	0.269313	72	72	2.69811	120848	0.3577	2825	2.34335	0	388	4566	2	170	5.28132	1.02149	0.033525	0.703459	0.007939	0.823752	0.762219	0.68476	
1	38.0197	4.26492	1.92067	2.82756	0.069762	72	72	2.89529	34232	0.101101	768	0.622245	0	312	1310	2	23	1.28667	0.407183	0.000107	0.049772	0.001755	0.21941	0.20203	0.180166	
1	38.0197	4.23664	1.93328	2.77416	0.056128	72	72	2.84338	35349	0.106126	778	0.659601	0	319	1376	2	13	1.30688	0.426	0.004006	0.035075	0.001223	0.231816	0.214365	0.19286	
