2	0	13.098	70.8622	1.18397	2.53464	2.5266	68	68	2.59879	559977	1.91987	25016	12.898	0	0	20348	2	13423	68.173	4.61385	0	38.4058	0.098793	
2	0	13.098	70.9059	1.08386	2.43061	2.849	68	68	2.499	638051	2.14387	22893	11.0912	0	0	23466	2	9547	68.3222	5.23938	0	39.7967	0.093639	
2	0	13.098	70.885	1.13454	2.61612	2.99004	68	68	2.68437	584517	2.01399	24186	12.446	0	0	21538	2	12064	68.113	4.95108	0	38.2166	0.091849	
2	0	13.098	70.8673	1.11731	2.37761	2.35984	68	68	2.44051	580560	1.8558	24976	11.9785	0	0	21132	2	12928	68.3388	4.44961	0	40.3979	0.08761	
3	0	13.098	56.4562	4.80784	3.05171	1.84072	81	81	3.08926	717241	2.28359	20932	8.53219	0	0	27092	2	5813	53.2552	5.77449	0	29.2195	0.068679	
3	0	13.098	71.4141	1.8474	2.90458	2.51495	81	81	2.95843	799728	2.68866	21857	9.42381	0	0	30182	2	5086	68.3591	6.86524	0	40.3908	0.084393	
3	0	13.098	70.9035	2.85001	7.54888	4.17547	81	81	7.59299	604376	3.36693	16981	11.4759	0	0	22856	2	4184	63.0641	9.18121	0	24.9519	0.119876	
3	0	13.098	71.6896	1.90372	2.96148	3.69021	81	81	3.01894	568706	2.61093	16456	9.4621	0	0	21238	2	4355	68.5659	6.74382	0	37.7418	0.121538	
3	0	13.098	71.3584	2.19586	4.78011	3.12562	81	81	4.85268	687418	2.93651	18164	9.63971	0	0	25932	2	3884	66.3507	7.80439	0	34.8239	0.104533	
4	1	13.098	3.15465	3.31718	2.71791	0.018264	77	77	2.76799	8048	0.023941	316	0.115779	0	81	301	2	153	0.294826	0.196911	0.000633	0.006215	0.000736	
4	1	13.098	3.23177	2.55764	2.71052	0.020015	77	77	2.76443	10860	0.031503	408	0.152076	0	87	413	2	184	0.378491	0.217355	0.000119	0.008115	0.000839	
4	1	13.098	3.35967	2.54241	2.72521	0.023165	77	77	2.77963	15079	0.044822	517	0.196101	0	89	580	2	187	0.482801	0.250558	0.009924	0.010191	0.001017	
4	1	13.098	3.03216	2.54169	2.7826	0.004072	77	77	2.83752	3384	0.010191	106	0.043653	0	73	133	2	38	0.106504	0.167376	8e-05	0.000631	0.000244	
4	1	13.098	3.5709	2.98607	3.32369	0.004213	77	77	3.37394	3054	0.008963	91	0.038473	0	95	120	2	31	0.092843	0.176037	8.4e-05	0.000329	0.000202	
4	1	13.098	2.96747	2.53343	2.71292	0.002842	77	77	2.77012	4181	0.011999	113	0.044269	0	59	164	2	21	0.106908	0.173822	0.003248	0.000483	0.000197	
4	1	13.098	3.6541	2.59749	3.15771	0.013218	77	77	3.2082	9513	0.030283	344	0.140858	0	93	370	2	121	0.321521	0.227102	0.0228	0.006788	0.000812	
4	1	13.098	2.99773	2.67607	2.76863	0.005756	77	77	2.82129	1999	0.005856	99	0.039548	0	61	75	2	46	0.080852	0.154622	0.006458	0.000479	0.000314	
4	1	13.098	3.19277	2.5606	2.86125	0.010242	77	77	2.91417	5008	0.014016	206	0.081924	0	65	191	2	98	0.184372	0.177657	0.003069	0.001846	0.000423	
4	1	13.098	3.08017	2.62775	2.78373	0.006489	77	77	2.84602	2942	0.012439	116	0.056828	0	73	114	2	46	0.134168	0.185069	0.007724	0.00088	0.000443	
4	1	13.098	4.69991	2.6475	4.35898	0.00589	77	77	4.43442	3389	0.011743	116	0.050238	0	77	131	2	35	0.118769	0.24448	0.006095	0.001004	0.000408	
4	1	13.098	3.44928	3.15174	3.08974	0.010003	77	77	3.14672	5254	0.016727	207	0.08507	0	63	201	2	91	0.196604	0.196556	0.006923	0.002211	0.000473	
4	1	13.098	3.51235	2.6763	2.88102	0.023456	77	77	2.94424	13654	0.038621	513	0.194583	0	93	521	2	231	0.471861	0.249799	0.002959	0.01044	0.00102	
4	1	13.098	3.15931	2.55528	2.74192	0.015175	77	77	2.80285	8694	0.024783	277	0.104201	0	71	333	2	97	0.268592	0.208197	0.000573	0.003552	0.000709	
4	1	13.098	3.16372	2.69495	2.85792	0.004521	77	77	2.92475	4321	0.013414	150	0.061222	0	67	169	2	43	0.135654	0.193843	0.009618	0.001279	0.000299	
4	1	13.098	3.2906	2.66275	2.77031	0.0127	77	77	2.82614	13877	0.03988	374	0.141698	0	95	543	2	86	0.374769	0.245271	8.4e-05	0.005569	0.000501	
4	1	13.098	3.33923	2.66548	2.93817	0.00779	77	77	2.99509	8178	0.02536	242	0.099382	0	83	321	2	67	0.246162	0.21516	0.00383	0.002849	0.000394	
4	1	13.098	3.19048	2.71546	2.85938	0.013581	77	77	2.91255	4280	0.014028	187	0.078085	0	59	161	2	72	0.177812	0.174101	0.010872	0.002611	0.000751	
4	1	13.098	3.0861	2.61396	2.79544	0.007886	77	77	2.84753	4002	0.011827	171	0.064239	0	63	152	2	73	0.1389	0.169331	0.009593	0.001076	0.000411	
4	1	13.098	3.10703	2.57693	2.76871	0.008723	77	77	2.83824	4390	0.012667	210	0.082478	0	97	169	2	109	0.171716	0.189224	0.007416	0.001308	0.000401	
5	0	13.098	67.3076	7.18089	6.83328	3.97297	98	98	6.85246	264047	2.00432	12103	12.5278	0	0	9487	2	6644	60.1909	5.14168	0	27.7751	0.180337	
5	0	13.098	69.6627	5.99612	6.84536	3.84935	98	98	6.86804	412516	2.32266	16612	12.9542	0	0	15098	2	8010	62.5547	6.0246	0	28.5131	0.159416	
5	0	13.098	70.0941	5.56006	6.1485	4.04512	98	98	6.21002	271851	2.13711	12111	13.2682	0	0	9843	2	6409	63.6513	5.56752	0	29.5593	0.193882	
5	0	13.098	70.8131	3.77485	3.47301	2.97639	98	98	3.49938	585371	1.99519	26900	13.0794	0	0	21017	2	14804	67.1893	4.71355	0	36.5403	0.11273	
6	1	13.098	4.85444	5.51903	2.43479	0.132248	66	66	2.49508	51581	0.157198	2252	0.896089	0	153	1936	2	1202	2.25314	0.526843	0.010243	0.146327	0.006391	
6	1	13.098	4.80115	4.3061	2.7553	0.155832	66	66	2.84073	28906	0.112468	1337	0.660493	0	157	1057	2	721	1.84533	0.441862	0.015601	0.209745	0.008889	
6	1	13.098	7.53494	4.6623	3.19623	0.300308	66	66	3.22994	71031	0.254469	3001	1.40181	0	125	2608	2	1538	4.17398	0.755814	0.015869	0.618223	0.015913	
6	1	13.098	4.64086	4.69367	3.44114	0.060031	66	66	3.44258	24968	0.077334	1029	0.414295	0	109	935	2	507	1.03662	0.341294	0.003535	0.047647	0.002818	
6	1	13.098	2.76025	4.88837	2.50329	0.004461	66	66	2.5606	3296	0.009888	125	0.047427	0	61	128	2	54	0.108658	0.169092	0.0028	0.00066	0.00023	
6	1	13.098	3.42137	4.41285	2.57932	0.045687	66	66	2.61698	16581	0.051988	696	0.275621	0	71	624	2	354	0.693239	0.269884	0.00177	0.026082	0.002529	
6	1	13.098	2.72309	4.15713	2.40209	0.006367	66	66	2.45624	5264	0.015384	197	0.078161	0	57	204	2	89	0.177938	0.178285	0.001662	0.001687	0.000324	
6	1	13.098	3.67735	4.21635	2.41132	0.067375	66	66	2.46935	25602	0.077751	1183	0.460654	0	73	953	2	640	1.11502	0.324658	0.006778	0.04964	0.003426	
6	1	13.098	2.62654	4.29984	2.36924	0.009334	66	66	2.42826	2203	0.00687	133	0.049646	0	57	80	2	79	0.108285	0.158469	0.004914	0.000812	0.000479	
6	1	13.098	3.25123	4.64522	2.88461	0.009759	66	66	2.98687	3193	0.013444	128	0.067744	0	57	123	2	50	0.155814	0.233969	0.009325	0.001706	0.000612	
6	1	13.098	2.67676	4.70069	2.43526	0.002756	66	66	2.48871	2869	0.008444	101	0.039752	0	63	112	2	36	0.08953	0.169451	0.002762	0.000654	0.000212	
6	1	13.098	3.32893	4.28354	2.45896	0.051822	66	66	2.53334	16217	0.048384	723	0.28808	0	101	592	2	397	0.703308	0.274943	0.005199	0.018248	0.002303	
6	1	13.098	3.6483	4.28348	2.38272	0.06069	66	66	2.44637	32536	0.101068	992	0.406624	0	99	1248	2	344	1.11697	0.409105	0.000542	0.051736	0.002755	
6	1	13.098	3.61751	4.44009	2.51018	0.059254	66	66	2.56408	17984	0.055104	1025	0.424362	0	57	657	2	645	0.950295	0.271883	0.009939	0.037056	0.002934	
6	1	13.098	2.89158	4.53923	2.53213	0.006517	66	66	2.59591	6622	0.020737	202	0.081266	0	57	259	2	66	0.203231	0.206043	0.001123	0.002047	0.000448	
6	1	13.098	2.78871	4.42384	2.50198	0.00913	66	66	2.56246	2841	0.008665	152	0.064104	0	57	108	2	92	0.136318	0.168019	0.001879	0.000859	0.000393	
6	1	13.098	3.70737	4.43328	2.51761	0.073392	66	66	2.6046	21932	0.06746	992	0.410546	0	83	811	2	543	1.00604	0.329516	0.008099	0.045233	0.003428	
6	1	13.098	2.8118	4.41637	2.41804	0.008054	66	66	2.47355	7555	0.022592	265	0.10345	0	69	293	2	86	0.228674	0.201533	0.01761	0.001854	0.000462	
6	1	13.098	2.70582	4.58255	2.45122	0.005334	66	66	2.5096	2070	0.006376	128	0.05203	0	61	78	2	76	0.101273	0.161586	0.006085	0.00071	0.00033	
6	1	13.098	4.38323	4.16161	2.44804	0.13867	66	66	2.50621	34545	0.105651	1812	0.727007	0	95	1249	2	1124	1.7896	0.382402	0.000695	0.105232	0.005859	
