41	95	0	0	57.8105	151.933	1.36904	7.61069	14.709	144	144	6.46119	138587	19.4512	47602	59.7362	0	0	7694	2	
13	56	2	0	23.057	162.676	6.06455	4.79975	1.45348	102	102	4.04189	49433	7.08432	37435	43.5559	0	0	31462	2	
17	28	4	0	61.0831	148.506	15.6439	5.28663	5.0313	105	105	4.42646	88226	15.6399	56519	66.7952	0	0	33294	2	
17	35	0	0	61.7973	150.297	1.48285	8.76217	5.08117	215	215	7.4073	124528	13.5646	64893	60.8399	0	0	44301	2	
95	18	5	0	61.355	149.93	12.1809	3.28612	4.15451	76	76	2.7171	113671	26.2972	47552	44.397	0	0	38094	2	
57	54	0	0	22.519	150.351	1.44723	9.18253	5.76596	226	226	7.76451	122020	12.1974	70376	67.2203	0	0	21303	2	
35	31	4	0	65.2887	154.73	9.02673	3.78007	5.70766	91	91	3.16644	113597	13.9679	81061	76.2785	0	0	36171	2	
46	12	3	0	20.5907	150.754	7.4929	4.45414	4.93257	107	107	3.75366	120916	12.9187	88338	81.2886	0	0	29780	2	
24	33	0	0	37.2815	150.295	1.48928	7.85118	3.12196	192	192	6.65074	98299	12.4568	52485	47.0112	0	0	41574	2	
85	72	0	0	46.9087	151.141	1.18426	6.53513	2.54072	159	159	5.52908	102565	14.6667	72081	63.7415	0	0	60545	2	
27	10	3	0	49.9047	150.827	7.51199	5.37717	4.36542	130	130	4.53037	120152	12.6621	71780	66.8736	0	0	46014	2	
52	61	3	0	37.6372	150.02	7.62432	3.9283	4.88946	94	94	3.30975	122736	15.9445	65837	60.9821	0	0	41766	2	
5	68	3	0	47.304	150.376	7.50849	4.38021	6.13924	105	105	3.69299	137649	15.4255	51297	45.3544	0	0	41265	2	
31	72	3	0	54.847	148.066	7.76297	3.64169	10.2414	87	87	3.06866	123734	21.6823	66044	64.0544	0	0	11166	2	
17	53	3	0	52.95	153.381	6.42801	4.19604	10.9619	100	100	3.53697	160214	27.2721	69059	81.0292	0	0	5945	2	
85	67	2	0	55.4579	152.869	5.4132	4.36629	6.57568	105	105	3.68323	141506	15.0362	66437	63.4942	0	0	41965	2	
23	56	5	0	38.2469	149.618	12.0926	3.54607	4.20103	83	83	2.94241	111522	23.254	75930	70.2201	0	0	37170	2	
56	93	0	0	28.0534	150.419	1.58085	7.55195	5.36559	180	180	6.3815	132718	14.197	69983	66.4432	0	0	50450	2	
13	76	3	0	35.7588	151.038	7.38329	3.255	4.4321	77	77	2.73717	120746	13.3245	72276	65.1136	0	0	48141	2	
52	15	0	0	38.7111	150.001	1.59706	6.57542	8.90105	153	153	5.56952	71659	22.3619	59066	55.6976	0	0	21601	2	
15	1	3	0	70.2415	150.876	7.13624	5.25877	7.98987	126	126	4.42658	141254	27.775	62203	57.8981	0	0	37940	2	
78	11	2	0	29.5635	153.159	5.37839	4.69567	3.45272	113	113	3.96247	108804	20.7736	73611	65.2048	0	0	48027	2	
11	14	1	0	43.3871	150.972	3.17095	4.11317	4.13665	94	94	3.48605	105601	26.0775	64556	57.5144	0	0	43338	2	
71	40	0	1	17.8927	30.4329	1.53511	7.03265	0.732033	163	163	5.99765	23537	2.49568	14356	13.3978	0	198	11143	2	
75	95	1	0	52.0742	152.156	2.72351	4.34506	6.7828	104	104	3.68362	112414	14.356	62284	60.2578	0	0	25916	2	
48	75	5	0	38.6204	148.855	12.1482	4.44297	6.36119	105	105	3.6949	164239	18.1014	51405	46.0243	0	0	39909	2	
46	81	0	0	53.9509	150.954	1.28438	7.4067	2.80791	166	166	6.31832	73218	7.90093	67433	65.7441	0	0	54498	2	
53	31	2	0	56.1936	153.169	5.4334	3.69656	8.58354	88	88	3.11708	124938	13.5175	87995	82.7229	0	0	25791	2	
72	62	4	0	55.3534	154.459	9.22179	4.20863	5.67514	100	100	3.5385	116185	15.9777	70647	65.4778	0	0	39741	2	
84	40	3	0	34.3757	150.891	7.7433	3.74403	8.16095	89	89	3.15293	136368	19.2854	58507	56.4233	0	0	27451	2	
1	19	4	0	51.671	154.359	9.28885	4.01117	5.378	95	95	3.36716	134706	17.1904	65126	58.2898	0	0	52260	2	
80	84	4	0	42.8878	154.379	9.26806	5.19389	8.52984	124	124	4.35945	117753	12.8917	79656	73.351	0	0	26956	2	
41	75	5	0	40.04	149.657	12.2253	4.58846	5.40078	109	109	3.81846	121117	13.3407	59280	52.9868	0	0	48377	2	
48	49	5	0	63.6615	149.707	12.2438	4.48155	3.29402	106	106	3.74469	122809	14.9214	84447	75.401	0	0	69724	2	
76	83	1	0	31.6658	151.205	3.1161	5.21476	23.6467	123	123	4.41422	512367	61.0045	35660	32.8894	0	0	232	2	
31	12	4	0	66.8564	153.989	9.31311	4.37607	5.80481	104	104	3.67542	104687	12.5544	70913	64.1935	0	0	39786	2	
65	44	3	0	33.546	150.379	7.85985	3.44157	8.49623	82	82	2.9008	143833	23.6282	66407	57.2027	0	0	22668	2	
86	39	1	0	46.4981	151.144	3.17707	4.59126	11.2194	110	110	3.88604	163892	17.2402	58786	57.6846	0	0	11532	2	
98	87	5	0	51.0565	149.543	12.2012	3.60781	3.64627	84	84	2.98642	97171	12.2872	57290	55.1732	0	0	40509	2	
1	46	4	0	54.1596	153.928	9.41743	4.1281	8.83001	98	98	3.46367	128710	13.7787	69705	65.1049	0	0	27908	2	
90	58	2	0	68.2647	153.365	5.44277	5.59281	5.41097	135	135	4.72165	128077	23.5573	75855	66.9273	0	0	59521	2	
66	96	1	0	41.3335	151.205	3.17005	7.11134	7.1073	168	168	5.9981	145959	16.5975	48815	46.3264	0	0	21310	2	
55	19	0	1	33.2841	69.9481	1.58947	7.48368	1.62276	168	168	6.31712	52282	11.402	26513	24.9812	0	376	21804	2	
17	10	3	0	62.7473	150.894	7.77178	4.96091	6.38056	119	119	4.17519	133200	21.1898	74612	68.1121	0	0	62374	2	
3	76	1	0	21.1066	151.186	3.17194	6.25357	8.35197	145	145	5.2688	148841	17.1458	52450	51.9022	0	0	24098	2	
7	80	5	0	31.3161	149.772	12.1817	4.72615	4.33029	111	111	3.95292	89641	9.33919	72959	70.6357	0	0	42672	2	
9	39	1	0	35.0849	151.185	3.19153	4.52568	7.23302	103	103	3.83255	132693	22.6459	33331	34.3592	0	0	21747	2	
57	66	3	0	38.0284	150.847	7.79875	4.18872	30.814	100	100	3.53501	531866	57.6005	31735	31.3245	0	0	239	2	
54	28	3	0	60.5494	150.758	7.76287	4.63503	5.06151	111	111	3.91016	107349	24.6531	71159	66.9632	0	0	45614	2	
8	7	2	0	60.5381	153.208	5.50583	4.78216	2.83133	115	115	4.03615	114120	15.7529	82927	74.3905	0	0	69132	2	
91	83	3	0	46.7643	150.87	7.77642	3.6478	16.4613	87	87	3.07434	229828	24.0552	55917	61.023	0	0	11356	2	
99	68	3	0	29.4574	150.812	7.8011	4.07559	10.0049	97	97	3.43263	121379	13.9193	62555	57.0806	0	0	9955	2	
18	12	2	0	21.815	153.327	5.58006	5.00769	2.36375	120	120	4.22646	111203	22.9472	74223	66.3113	0	0	60032	2	
