149	169	0	0	40.8407	100.952	1.107	6.11107	3.85616	151	151	5.17274	80149	7.99345	62947	58.4978	0	0	28552	2	
69	142	0	0	51.2075	101.003	1.07437	6.7532	3.82558	165	165	5.72022	88966	9.63848	50557	45.6117	0	0	37285	2	
49	107	0	0	46.78	101.177	1.06983	6.38962	0.78259	156	156	5.3924	12270	88.4783	4118	3.82442	0	0	735	2	
43	163	0	0	25.9446	100.995	1.07234	6.24661	3.94616	152	152	5.29224	70273	7.26529	46670	43.3597	0	0	26533	2	
118	190	0	0	70.6126	101.042	1.0854	8.40773	5.49834	205	205	7.10788	85317	9.59429	46318	46.9491	0	0	24891	2	
41	85	0	0	36.687	101.072	1.09046	7.38312	2.40093	178	178	6.26178	85314	10.8637	49420	43.2102	0	0	38510	2	
184	121	0	0	47.0292	101.016	1.10436	7.35881	1.87488	179	179	6.22218	73827	8.72004	55785	50.8952	0	0	42416	2	
17	109	0	0	29.7797	100.953	1.11176	7.50508	2.21674	182	182	6.35681	55130	5.98898	37768	34.8685	0	0	25553	2	
130	52	0	0	32.1065	100.96	1.1243	5.84196	1.86952	141	141	4.94692	66628	6.67605	52033	46.8784	0	0	42550	2	
90	196	0	0	42.9188	100.997	1.12827	7.95139	6.67374	192	192	6.74447	63390	7.17129	46883	50.9126	0	0	5262	2	
156	48	0	0	49.43	101.009	1.13063	5.75421	3.5365	139	139	4.87305	88960	10.7933	51618	45.7037	0	0	36821	2	
147	40	0	0	60.3853	100.911	1.14061	5.62141	7.52844	136	136	4.76591	74146	8.19191	48966	50.9138	0	0	14524	2	
103	124	0	0	54.0201	100.981	1.14811	10.1516	7.65144	246	246	8.60833	89729	9.57909	49457	58.6976	0	0	651	2	
51	137	0	0	54.7001	101.006	1.15244	7.1566	4.69055	173	173	6.04774	74196	7.45349	51072	47.8264	0	0	20692	2	
114	52	0	0	53.486	100.906	1.16618	8.11755	6.47347	194	194	6.88316	71267	58.0131	22625	20.7948	0	0	15	2	
113	122	0	0	62.0311	100.961	1.14569	7.16824	5.04515	174	174	6.06455	75990	7.80495	43546	37.8839	0	0	24261	2	
17	116	0	0	67.8403	100.965	1.15294	6.44072	11.9087	157	157	5.45485	146557	15.2457	51668	50.1062	0	0	5873	2	
155	2	0	0	51.6781	100.897	1.15811	7.05143	6.61079	170	170	5.96862	58474	6.19605	48379	50.2097	0	0	5865	2	
80	195	0	0	38.1266	100.878	1.15056	6.14131	4.10652	149	149	5.19319	68711	23.9145	46672	44.6693	0	0	28737	2	
119	110	0	1	42.4512	15.0465	1.16383	4.90824	0.299627	118	118	4.16299	9155	1.14511	6666	6.25059	0	313	4152	2	
141	192	0	0	51.7703	100.949	1.16043	8.27692	5.17736	200	200	6.99774	96008	9.98226	43501	39.4007	0	0	28760	2	
72	111	0	0	62.6104	100.989	1.16582	6.98084	5.05226	167	167	5.91225	75961	7.78587	49182	52.1372	0	0	16034	2	
59	17	0	0	57.8843	100.877	1.17012	6.19288	3.22492	149	149	5.24414	57594	8.27723	40615	37.0845	0	0	26458	2	
149	100	0	0	64.4555	100.928	1.19574	6.08309	4.92178	146	146	5.15875	68978	7.06	57227	58.0152	0	0	24007	2	
39	58	0	0	39.6619	100.916	1.18653	7.03217	3.32259	171	171	5.94754	73129	7.11358	49373	45.5317	0	0	37635	2	
128	196	0	0	55.4379	100.941	1.19211	8.85244	6.42095	215	215	7.46956	63543	7.0976	47802	49.2764	0	0	14987	2	
196	104	0	0	56.352	100.893	1.20741	8.05071	5.46923	196	196	6.76205	62794	7.41766	44353	47.0841	0	0	18000	2	
84	163	0	0	34.4106	100.952	1.19307	5.72892	4.7607	137	137	4.82784	61367	6.45237	45471	46.2185	0	0	13454	2	
140	158	0	0	53.3895	100.901	1.20456	5.69549	8.70175	137	137	4.8053	81273	8.17736	55144	60.6772	0	0	1262	2	
104	39	0	0	44.6806	100.847	1.19085	7.36296	5.46365	175	175	6.22412	72545	7.35155	47506	48.9144	0	0	12587	2	
102	179	0	0	60.6071	100.948	1.19782	7.90647	3.64557	190	190	6.64935	86586	28.6175	33603	30.4877	0	0	22279	2	
164	194	0	0	20.0583	100.934	1.20774	7.30046	3.09991	173	173	6.17397	73065	7.32335	49735	46.803	0	0	31793	2	
151	116	0	0	53.8529	100.851	1.20816	7.33753	11.1225	173	173	6.19012	156182	16.8888	37836	42.1953	0	0	2326	2	
141	79	0	0	53.6344	100.848	1.20783	6.44889	5.02624	154	154	5.44444	69570	6.79866	46244	44.7562	0	0	28181	2	
92	25	0	0	32.4034	100.872	1.19532	8.60823	4.32941	205	205	7.28917	62698	6.55715	42002	38.4947	0	0	22536	2	
96	60	0	0	50.8648	100.935	1.20535	8.05349	5.72681	194	194	6.80378	67877	6.85215	48186	56.3086	0	0	10591	2	
194	130	0	0	25.4412	100.867	1.26506	5.76586	3.43235	135	135	4.85834	73524	7.75396	42963	41.0716	0	0	27411	2	
115	196	0	0	55.73	101.096	1.25719	7.35227	5.41587	166	166	6.19032	68254	8.15036	39118	49.4461	0	0	13957	2	
40	122	0	0	55.1951	100.991	1.9265	11.3797	14.7502	174	174	9.5793	43189	6.09189	31887	50.7123	0	0	473	2	
147	50	0	0	26.3508	100.594	1.91769	9.06252	3.04358	137	137	7.6877	66525	9.20801	43403	46.0407	0	0	31926	2	
102	152	0	0	68.7779	100.808	1.22936	10.0632	4.94692	244	244	8.49066	72052	11.7041	36850	34.3854	0	0	18636	2	
30	164	0	0	62.358	100.819	1.22199	6.10028	3.25755	146	146	5.15143	78046	7.70056	53144	48.2444	0	0	31363	2	
16	2	0	0	29.5884	100.997	1.22601	7.45475	4.36813	181	181	6.22723	62351	7.5136	49433	49.0227	0	0	17078	2	
116	45	0	0	49.7996	100.84	1.22247	6.38755	17.1416	155	155	5.34136	209473	68.4751	943	0.841719	0	0	855	2	
182	136	0	0	49.0061	100.896	1.21996	7.5602	3.9677	185	185	6.36352	70818	6.83726	58285	54.673	0	0	18243	2	
161	109	0	0	51.5928	100.918	1.2237	7.48398	5.36825	182	182	6.29515	107029	11.1983	53192	49.989	0	0	13087	2	
180	183	0	0	53.8111	100.857	1.22576	8.04654	3.84616	196	196	6.7468	79247	8.26372	45011	41.8223	0	0	28666	2	
171	131	0	0	36.8573	100.857	1.24959	6.4097	1.85316	156	156	5.41442	69885	6.99694	53097	48.6441	0	0	43381	2	
15	105	0	0	23.118	100.84	1.22602	4.81305	3.49404	116	116	4.04884	80881	8.70097	42701	41.0951	0	0	28100	2	
155	112	0	0	35.146	100.865	1.23149	5.99168	5.03233	145	145	5.02926	72708	7.38876	46038	50.2782	0	0	17383	2	
109	31	0	0	55.0841	100.817	1.2554	7.12108	8.6042	173	173	5.95721	106283	10.9706	55374	48.9917	0	0	3213	2	
189	116	0	0	29.5794	100.795	1.2443	5.40418	6.99841	131	131	4.54083	176240	19.4022	37654	33.4355	0	0	27563	2	
30	120	0	0	51.4051	100.739	1.32387	4.75082	4.23394	114	114	3.99048	67602	7.17671	46579	44.9914	0	0	32751	2	
42	179	0	0	26.1075	101.365	1.31535	7.68232	3.2792	163	163	6.40589	61999	9.71151	37984	44.4911	0	0	25196	2	
127	55	0	0	62.9759	100.807	1.58453	8.58568	4.01075	170	170	7.17858	58562	16.6026	36984	41.5543	0	0	17884	2	
97	54	0	0	33.4158	101.093	1.27965	7.47935	2.17278	133	133	6.27414	26344	73.0811	10281	11.7106	0	0	3872	2	
93	75	0	0	35.4879	101.135	1.33477	7.96462	3.90543	176	176	6.6683	67477	9.55438	39050	43.849	0	0	21716	2	
143	95	0	0	51.5431	100.954	1.27796	7.11694	6.18851	148	148	5.97971	67439	7.93949	47944	46.9782	0	0	19545	2	
137	75	0	0	48.8411	100.698	1.50554	7.85557	3.80921	168	168	6.56098	73942	8.2351	43573	45.328	0	0	21726	2	
121	80	0	0	52.8551	100.821	1.42317	5.5676	5.42213	119	119	4.64075	68394	8.35355	39438	39.8631	0	0	23878	2	
21	41	0	0	43.8453	101.146	1.28099	7.55294	6.34042	170	170	6.29685	91003	11.2465	31679	37.2117	0	0	13925	2	
22	72	0	0	50.1743	101.088	1.47757	7.28836	11.023	157	157	6.11023	59438	7.12157	44352	57.7772	0	0	195	2	
195	191	0	0	36.1707	101.038	1.57114	10.554	3.66983	192	192	8.84391	65567	22.2722	27239	32.0958	0	0	14740	2	
137	54	0	0	60.8835	101.202	1.57768	9.90469	3.84837	158	158	8.34178	29524	69.1956	7069	9.2098	0	0	4820	2	
134	133	0	1	32.2936	25.1978	1.07801	7.31919	0.585702	181	181	6.19655	23794	4.49516	9744	8.29691	0	309	7921	2	
76	55	0	1	32.2936	25.1978	1.07801	7.31919	0.585702	181	181	6.19655	23794	4.49516	9744	8.29691	0	309	7921	2	
