1	38.0197	39.0853	1.1356	5.19199	1.18562	127	127	4.55143	438026	1.33526	16786	14.2848	0	599	16208	2	576	33.7461	3.43316	0.004096	9.04564	0.039999	
1	38.0197	36.7408	1.06328	5.31768	1.59141	127	127	4.67073	378342	1.18281	14555	12.5616	0	307	13604	2	940	31.2584	2.96984	0.013109	8.632	0.046999	
1	38.0197	26.4232	1.21249	6.39133	1.19598	127	127	5.58431	197938	0.769606	7559	8.0085	0	281	7150	2	391	19.8178	2.11684	0.043387	4.89258	0.036492	
1	38.0197	70.8524	1.94273	9.40734	3.0977	127	127	8.29035	548294	1.89946	21274	20.2913	0	289	19902	2	1362	61.1971	4.87699	0.01166	24.0917	0.08144	
1	38.0197	19.296	1.17124	6.23737	0.81699	127	127	5.54192	171046	0.566938	6413	5.94757	0	307	6227	2	181	12.7995	1.63074	0.006582	2.0466	0.020483	
1	38.0197	11.9646	1.14054	5.60596	0.361508	127	127	4.90698	95644	0.302939	3632	3.23542	0	239	3543	2	91	6.20464	0.903344	9.8e-05	0.511851	0.008888	
1	38.0197	17.5245	1.20464	5.70782	0.682712	127	127	4.9989	165389	0.523135	6217	5.50876	0	393	6048	2	160	11.6588	1.40431	0.013792	1.83195	0.01816	
1	38.0197	27.0599	1.15455	5.51344	1.02696	127	127	4.83671	269557	0.888049	10204	9.23047	0	283	10048	2	147	21.3854	2.3913	0.010829	4.93449	0.02728	
1	38.0197	12.9767	1.13315	5.60097	0.453515	127	127	4.90049	108201	0.345244	4021	3.57128	0	251	3961	2	53	7.21692	0.987993	0.008361	0.803574	0.011485	
1	38.0197	22.0083	1.10855	5.55424	0.752431	127	127	4.8852	235422	0.71604	9272	7.93423	0	347	8747	2	512	16.2731	1.92971	0.014705	2.605	0.020205	
1	38.0197	56.0171	1.11665	5.59206	2.66942	127	127	4.8798	518031	1.67351	19571	17.4257	0	789	18661	2	912	50.2764	4.12229	8.8e-05	18.1882	0.068717	
1	38.0197	26.4042	1.2426	5.75095	1.17691	127	127	5.07846	254261	0.822902	9510	8.52927	0	427	9236	2	265	20.4427	2.1823	0.01319	4.90772	0.032043	
1	38.0197	43.4824	1.23333	5.65927	2.07244	127	127	4.97207	443668	1.38075	17941	15.4768	0	705	16167	2	1776	37.6536	3.49978	8.3e-05	10.0451	0.052513	
1	38.0197	15.9568	1.1286	5.2471	0.619624	127	127	4.59808	158170	0.477655	5888	4.95986	0	285	5702	2	182	10.5608	1.27641	0.005607	1.6053	0.016799	
1	38.0197	8.92896	1.14267	5.26016	0.181198	127	127	4.61373	61169	0.180889	2306	1.91567	0	323	2259	2	49	3.5271	0.577731	8.2e-05	0.19644	0.004967	
1	38.0197	24.4832	1.14013	5.24707	1.08451	127	127	4.60553	249811	0.792582	9384	8.24925	0	641	9114	2	268	19.0846	2.06318	0.003919	4.13876	0.028845	
1	38.0197	72.0616	1.21284	5.5744	2.95316	127	127	4.89797	692606	2.14231	26595	22.9879	0	688	25443	2	1149	66.3103	5.35868	0.00484	25.2673	0.073013	
1	38.0197	15.9908	1.22704	7.87143	0.402831	127	127	6.9231	126046	0.382657	4776	4.09224	0	265	4686	2	91	7.88767	1.1769	0.001042	0.741898	0.01035	
1	38.0197	16.8991	1.19504	5.24813	0.619336	127	127	4.60228	171288	0.514512	6670	5.67068	0	303	6311	2	346	11.4923	1.383	0.01431	1.64026	0.015268	
1	38.0197	58.2688	1.16549	5.2983	2.45994	127	127	4.64634	543792	1.6786	20885	17.8524	0	331	19759	2	1116	52.8105	4.14834	0.014304	20.5297	0.059979	
0	38.0197	121.093	1.1708	5.23837	4.73525	127	127	4.5977	940041	3.10719	36859	33.8179	0	0	34337	2	2524	115.703	7.67567	0	54.7758	0.117788	
1	38.0197	26.4506	1.21626	5.23738	1.02636	127	127	4.59391	300144	0.903219	11790	10.0184	0	738	11133	2	652	21.062	2.34158	0.00714	3.72512	0.024789	
1	38.0197	29.2617	1.1807	5.20439	1.16493	127	127	4.56424	342002	1.01506	12957	10.788	0	679	12693	2	254	23.9016	2.63626	0.011675	4.92263	0.026906	
1	38.0197	13.1058	1.18302	5.20427	0.424721	127	127	4.56302	124540	0.366475	4760	3.9528	0	357	4581	2	172	7.74983	1.02351	0.008805	0.829321	0.010184	
1	38.0197	11.535	1.18691	5.20758	0.281028	127	127	4.56855	104846	0.309805	3991	3.29901	0	259	3910	2	74	6.17711	0.895583	0.008437	0.503886	0.007004	
1	38.0197	40.6192	1.18717	5.20164	1.7901	127	127	4.56349	440878	1.31781	16875	13.9607	0	387	16013	2	856	35.2651	3.30314	0.007838	10.1172	0.044569	
1	38.0197	13.3327	1.18708	5.21741	0.432593	127	127	4.57775	127982	0.378321	4818	4.00093	0	339	4700	2	108	7.96189	1.0484	0.011682	0.925683	0.010272	
1	38.0197	36.8388	1.18784	5.2226	1.5477	127	127	4.5794	395236	1.17954	15149	12.6942	0	287	14438	2	708	31.4673	2.96246	0.005355	8.84536	0.037571	
1	38.0197	18.8649	1.19938	5.20977	0.724699	127	127	4.57062	207684	0.61557	7696	6.35097	0	249	7590	2	102	13.5058	1.6177	0.005908	2.14705	0.018614	
1	38.0197	28.1902	1.20276	5.2027	1.02045	127	127	4.56517	296994	0.939474	11344	9.94793	0	325	11055	2	280	22.8336	2.49845	0.010882	5.22484	0.02606	
1	38.0197	66.8768	1.2425	5.98389	3.56754	127	127	5.23595	502539	1.96708	19061	19.8113	0	343	18221	2	840	60.7374	5.05509	0.002339	22.6088	0.092513	
1	38.0197	33.331	1.86458	5.30193	1.60368	127	127	4.68306	328064	1.08584	12413	11.3055	0	715	11870	2	545	27.8503	2.79759	8.1e-05	6.99483	0.042526	
1	38.0197	46.7913	1.24067	5.30481	1.98575	127	127	4.65322	417161	1.48469	16150	15.8509	0	701	15436	2	682	41.3003	3.91364	0.037418	12.5783	0.053403	
1	38.0197	23.5476	1.25066	8.03503	0.725999	127	127	7.1567	189203	0.686247	7250	7.17806	0	305	7096	2	150	15.2252	2.05157	0.006622	2.30573	0.018967	
1	38.0197	59.7469	1.28353	5.51662	3.65392	127	127	4.8369	357937	1.75059	13431	17.2504	0	267	12847	2	579	54.0661	4.66939	0.007017	19.3091	0.103081	
