1	38.0197	10.6513	2.3245	3.07613	0.427996	72	72	3.14631	153730	0.551487	3524	2.21322	0	511	5737	2	200	7.38646	1.5546	0.020888	1.51407	0.0185	0.735704	0.652289	0.686637	
1	38.0197	6.90775	2.62827	3.9527	0.198916	72	72	3.98067	80115	0.234662	1854	0.951279	0	343	3004	2	118	2.80082	0.721653	0.000108	0.348779	0.005569	0.320714	0.28456	0.299068	
1	38.0197	6.47768	1.88676	2.59409	0.194894	72	72	2.65726	100994	0.321966	2261	1.24644	0	290	3848	2	47	3.74104	0.955284	0.000134	0.528833	0.006152	0.418539	0.372505	0.392829	
1	38.0197	6.50646	1.91521	2.61783	0.220009	72	72	2.7303	99464	0.311521	2278	1.25645	0	320	3735	2	82	3.68792	0.97032	8.6e-05	0.45192	0.008206	0.422376	0.375945	0.394231	
1	38.0197	8.36328	1.81044	2.58992	0.336161	72	72	2.65054	143605	0.417402	3274	1.6597	0	313	5301	2	151	5.6271	1.13979	0.00468	1.24466	0.012366	0.557676	0.495477	0.520988	
1	38.0197	5.27028	1.81769	2.59279	0.144459	72	72	2.65738	72946	0.219508	1658	0.856045	0	370	2755	2	64	2.53474	0.686243	0.000105	0.320533	0.004933	0.287928	0.253902	0.267041	
1	38.0197	6.68809	1.97347	2.81825	0.204502	72	72	2.87554	94656	0.309907	2253	1.30638	0	338	3598	2	169	3.72004	0.919315	0.005796	0.475275	0.006839	0.438174	0.386841	0.407975	
1	38.0197	6.71371	1.85928	2.6219	0.251627	72	72	2.68376	94040	0.309906	2221	1.26091	0	377	3537	2	133	3.93701	0.904667	0.012593	0.685424	0.00925	0.423504	0.374009	0.393826	
1	38.0197	4.02681	1.82619	2.66029	0.086069	72	72	2.72765	32996	0.112766	760	0.457734	0	344	1273	2	12	1.19074	0.437854	0.027369	0.057715	0.002297	0.152736	0.135299	0.143426	
1	38.0197	6.23116	2.00493	2.76956	0.126249	72	72	2.82335	106866	0.306245	2446	1.26719	0	466	4132	2	132	3.31817	0.920908	0.000132	0.291897	0.003681	0.421786	0.376123	0.392627	
1	38.0197	6.83112	1.82046	2.59009	0.239833	72	72	2.65261	113464	0.333424	2684	1.38437	0	332	4254	2	219	4.09445	0.959556	0.005343	0.583465	0.00758	0.467625	0.414305	0.434252	
1	38.0197	11.4971	2.13235	2.66154	0.497515	72	72	2.73131	184695	0.591745	4630	2.61084	0	463	6883	2	338	8.67645	1.61218	0.007511	2.06705	0.018505	0.872334	0.769729	0.807895	
1	38.0197	11.1277	1.87221	2.62596	0.562455	72	72	2.68813	185813	0.566034	4427	2.39862	0	463	6866	2	454	8.35626	1.50913	0.002927	2.07813	0.018855	0.795568	0.704981	0.735999	
1	38.0197	8.69921	1.87193	2.73331	0.227148	72	72	2.79844	180822	0.529823	4001	2.08767	0	515	6998	2	98	5.81886	1.49975	0.000771	0.677144	0.006833	0.706644	0.625078	0.653266	
1	38.0197	4.7816	1.88894	2.6549	0.127766	72	72	2.72163	59502	0.17411	1361	0.709174	0	300	2256	2	91	1.97906	0.57714	8.5e-05	0.181457	0.003655	0.238242	0.212577	0.221444	
1	38.0197	3.40917	1.87079	2.66265	0.015355	72	72	2.72427	22413	0.065608	480	0.254385	0	294	881	2	8	0.60105	0.30802	0.004191	0.01022	0.000591	0.085236	0.076258	0.079627	
1	38.0197	21.034	1.87244	2.64887	1.04506	72	72	2.71263	352474	1.06299	8314	4.39475	0	333	13062	2	592	18.2307	2.73545	0.005917	6.60695	0.034232	1.46662	1.29836	1.36506	
1	38.0197	7.64703	1.88224	2.65006	0.329783	72	72	2.71062	102211	0.353355	2383	1.47334	0	348	3849	2	97	4.84666	1.05025	0.005156	0.944722	0.011587	0.486394	0.432742	0.455325	
1	38.0197	9.99038	1.94373	2.75154	0.452952	72	72	2.81514	143451	0.497924	3220	1.99652	0	338	5454	2	107	7.08237	1.44059	0.007469	1.66674	0.014418	0.654332	0.582504	0.616719	
1	38.0197	6.59394	1.88746	2.64975	0.269497	72	72	2.708	104789	0.311226	2383	1.22543	0	433	3945	2	47	3.7958	0.906468	0.005082	0.580392	0.007319	0.411984	0.366232	0.385948	
1	38.0197	6.80974	1.8802	2.65129	0.262177	72	72	2.71247	102304	0.322981	2325	1.30244	0	358	3881	2	68	4.01628	0.958939	0.000177	0.62519	0.007813	0.434537	0.384529	0.408068	
1	38.0197	9.13272	2.69731	3.28027	0.44452	72	72	3.32621	117787	0.430449	2610	1.69209	0	308	4434	2	74	5.70092	1.26729	8.3e-05	1.01509	0.01513	0.559746	0.497411	0.525493	
1	38.0197	23.5128	1.92655	3.69787	1.37653	72	72	3.76777	291634	1.12206	7108	4.93811	0	414	10872	2	840	19.6098	3.08296	0.005344	6.31919	0.048629	1.60305	1.42395	1.50057	
