1	14.948	5.32251	12.4056	1.9412	0.129349	43	43	1.74296	69082	0.19999	1969	1.7701	0	263	2648	2	
1	14.948	7.44207	23.1835	1.87053	0.235027	43	43	1.66924	119080	0.347172	3123	2.77132	0	289	4539	2	
1	14.948	18.0694	11.3461	3.84323	0.589596	91	91	3.34076	262554	0.756128	7567	6.71932	0	210	9979	4	
1	14.948	25.0189	11.2118	3.59478	0.703563	85	85	3.16	438059	1.27263	10967	10.2327	0	403	16850	4	
1	14.948	6.50122	11.3265	1.84829	0.224743	43	43	1.66424	90968	0.263538	2597	2.27665	0	239	3425	2	
1	14.948	7.40566	11.2146	1.84241	0.263803	43	43	1.65967	89824	0.266114	3164	2.96698	0	210	3359	2	
1	14.948	19.4844	11.2669	3.58917	0.687945	85	85	3.13366	287811	0.842213	7623	6.78937	0	459	10886	4	
1	14.948	8.92287	11.2235	2.80187	0.279941	66	66	2.47126	103720	0.298877	3539	3.3123	0	252	3898	3	
1	14.948	19.6557	11.2411	3.57673	0.658906	85	85	3.12266	298094	0.873086	8320	7.61998	0	229	11337	4	
1	14.948	7.09839	11.232	1.8432	0.212838	43	43	1.66113	107690	0.311218	3066	2.74878	0	238	4107	2	
1	14.948	6.18491	11.2341	1.83041	0.21288	43	43	1.64659	75016	0.220565	2442	2.23173	0	218	2814	2	
1	14.948	12.4873	11.2297	2.79501	0.415197	66	66	2.46349	178449	0.521485	5410	4.92998	0	194	6768	3	
1	14.948	12.8304	11.2315	2.64391	0.436789	62	62	2.33881	181252	0.528626	5546	5.07431	0	291	6874	3	
1	14.948	23.7173	11.1995	4.65066	0.80426	110	110	4.04241	321871	0.935522	9379	8.49662	0	360	12173	5	
1	14.948	4.42291	11.3483	1.85431	0.107948	43	43	1.65592	43866	0.127343	1543	1.39631	0	208	1652	2	
1	14.948	8.56815	11.1781	2.6349	0.27832	62	62	2.34087	107960	0.310125	3433	3.08034	0	230	4065	3	
1	14.948	4.68727	11.2368	1.8362	0.124724	43	43	1.65436	59768	0.172823	1570	1.46633	0	243	2273	2	
1	14.948	11.448	11.1909	2.61571	0.359589	62	62	2.30817	152459	0.440376	5128	4.69155	0	309	5776	3	
1	14.948	8.60808	11.1883	2.79577	0.268257	66	66	2.46504	113773	0.332033	3246	2.92059	0	265	4303	3	
1	14.948	6.50482	11.2184	1.83476	0.216533	43	43	1.65208	94943	0.273446	2647	2.40095	0	241	3595	2	
1	14.948	7.61479	11.2039	1.88469	0.230288	43	43	1.69986	99903	0.291866	3330	3.13515	0	271	3788	2	
1	14.948	5.32167	11.2195	1.83667	0.148484	43	43	1.65177	68231	0.196804	2002	1.82348	0	214	2584	2	
1	14.948	14.6487	11.2313	2.82279	0.464674	66	66	2.49375	234565	0.678919	6315	5.66502	0	338	8971	3	
1	14.948	18.572	11.22	3.60092	0.635722	85	85	3.14545	320711	0.932398	6794	5.90888	0	441	12224	4	
1	14.948	9.57737	11.296	2.78725	0.298493	66	66	2.45305	130596	0.378857	3890	3.42595	0	218	4941	3	
1	14.948	8.76175	11.2118	1.87226	0.244731	43	43	1.68216	154883	0.44539	3807	3.47394	0	237	5968	2	
1	14.948	13.007	11.2814	2.62851	0.414962	62	62	2.32322	181096	0.529655	5740	5.43952	0	354	6875	3	
1	14.948	8.15332	11.3065	2.62671	0.277854	62	62	2.32924	100307	0.292942	3026	2.75817	0	272	3767	3	
1	14.948	19.701	11.3588	3.58919	0.669512	85	85	3.13598	309847	0.897081	8036	7.16654	0	501	11817	4	
1	14.948	10.9838	11.2661	2.6426	0.386161	62	62	2.34287	171830	0.499329	4345	3.85818	0	410	6512	3	
1	14.948	10.5081	11.2567	2.63266	0.358269	62	62	2.32584	146217	0.428715	4400	4.05369	0	284	5524	3	
1	14.948	16.9441	11.2776	3.45511	0.698601	81	81	3.01614	229289	0.669955	6476	5.97846	0	262	8530	4	
1	14.948	8.75399	11.2535	1.84729	0.243895	43	43	1.65989	151753	0.436044	4067	3.60362	0	208	5846	2	
1	14.948	17.7682	11.2655	3.5898	0.535529	85	85	3.13257	280237	0.808766	7299	6.55002	0	300	10723	4	
1	14.948	4.35941	11.2544	1.83611	0.117364	43	43	1.65314	49845	0.145844	1413	1.29069	0	213	1887	2	
1	14.948	15.7616	11.2681	3.59022	0.525606	85	85	3.13148	229010	0.668696	6326	5.68357	0	419	8700	4	
1	14.948	7.0776	11.2815	1.90146	0.240546	43	43	1.71127	108995	0.317442	2797	2.5973	0	286	4134	2	
1	14.948	30.3645	11.2601	4.35317	1.00567	104	104	3.77976	401788	1.16754	13187	12.3056	0	299	15252	5	
